Date_Forecast,Forecast_T_ANN_ARCH,ReturnForecast,TrueSD,VaR_T_ANN_ARCH,Forecast_NBEATS
2016-12-11,0.007549277,0.0,0.016045338094495706,0.02346670712573681,0.017779530957341194
2016-12-12,0.0074748057,-0.007333890849180236,0.03245536537238198,0.023209765721242157,0.01589377410709858
2016-12-13,0.00725775,-0.03432815701657255,0.033880523715387315,0.022504512653653195,0.032122015953063965
2016-12-16,0.0074557373,0.04299913365944885,0.03340193155158928,0.023313613617138778,0.029558571055531502
2016-12-17,0.007404079,0.0,0.03340193155158928,0.0231824034177239,0.02816728688776493
2016-12-18,0.007393245,0.0,0.03340193155158928,0.023028591718270087,0.014234529808163643
2016-12-19,0.007403245,-0.03487931316760218,0.027006031802454755,0.023079835275283973,0.01720346137881279
2016-12-20,0.0072403518,-0.014076954272502995,0.02507345199817342,0.0225119201046671,0.02666010521352291
2016-12-23,0.007765906,0.027194403787889954,0.017103220775870766,0.024258633195299667,0.02454577200114727
2016-12-24,0.007221617,0.0,0.017103220775870766,0.02255241866879322,0.021549759432673454
2016-12-25,0.007390782,0.0,0.017103220775870766,0.023009582055318722,0.020616693422198296
2016-12-26,0.00723983,-0.0009545082144244432,0.018283615770106138,0.022525140412761064,0.01955185830593109
2016-12-27,0.0073024803,0.046898456981869785,0.01436371040104785,0.022767701755241183,0.01829875260591507
2016-12-30,0.0074242884,0.00787228146964214,0.016934040277717964,0.023039199442674616,0.01141447201371193
2016-12-31,0.0074274833,0.0,0.016934040277717964,0.023010273265246357,0.010691625997424126
2017-01-01,0.0076018,0.0,0.016934040277717964,0.023614298443731876,0.016518959775567055
2017-01-02,0.007725812,0.018718999823773785,0.019958163311979218,0.024034884369581302,0.017404885962605476
2017-01-03,0.0074394275,0.022493950768637028,0.018611080162484046,0.02311669686888695,0.019696231931447983
2017-01-06,0.0074312137,-0.013306627784714031,0.007759169201849196,0.02305484079099606,0.01185127068310976
2017-01-07,0.0075836694,0.0,0.007759169201849196,0.023521063343654197,0.0078517384827137
2017-01-08,0.0077167293,0.0,0.007759169201849196,0.023974026729028722,0.0030028093606233597
2017-01-09,0.007345413,0.004689183297552191,0.0025730949129598437,0.022770196088276812,0.002837042324244976
2017-01-10,0.007125884,0.005830726033106082,0.003097857534702501,0.022081873051442543,0.002848191186785698
2017-01-13,0.0073743863,0.00033122454014211655,0.015135980731930385,0.022869384816540085,0.0015378119423985481
2017-01-14,0.0074162325,0.0,0.015135980731930385,0.023005567020566647,0.002269335091114044
2017-01-15,0.007396692,0.0,0.015135980731930385,0.022923640616057013,0.004458697512745857
2017-01-16,0.0073818243,-0.002320878996754594,0.023000320339215966,0.02287523774583828,0.014893187209963799
2017-01-17,0.007384966,0.0023539954175353373,0.02289743337492473,0.022867247721916204,0.022767240181565285
2017-01-20,0.007332129,-0.029203850663353847,0.01911910301100201,0.022681841599868524,0.022410552948713303
2017-01-21,0.0071523795,0.0,0.01911910301100201,0.022042258450295015,0.017933592200279236
2017-01-22,0.007480135,0.0,0.01911910301100201,0.023060695327183474,0.009799056686460972
2017-01-24,0.0074318154,0.02109149127559462,0.007577012259314461,0.022886634276269854,0.009970854967832565
2017-01-27,0.007453994,-9.46506602597097e-05,0.01508106445505863,0.02294741720652503,0.005297393538057804
2017-01-28,0.007483974,0.0,0.01508106445505863,0.02304502036332854,0.006801579147577286
2017-01-29,0.007312993,0.0,0.01508106445505863,0.022448682950932553,0.010594031773507595
2017-01-30,0.007347627,0.011325788918604474,0.01909482346666878,0.022560730948345063,0.015065129846334457
2017-01-31,0.0072491798,0.012493768454469034,0.03599448775379273,0.022313571547293253,0.018938928842544556
2017-02-03,0.007359479,-0.01223479029988983,0.044114792991197034,0.022646791154660367,0.039403077214956284
2017-02-04,0.007185136,0.0,0.044114792991197034,0.022017761084483424,0.04003741964697838
2017-02-05,0.007402047,0.0,0.044114792991197034,0.022760535351031033,0.039175570011138916
2017-02-06,0.007242926,0.08459373950895532,0.042882535701865454,0.02223452673629037,0.04244478419423103
2017-02-07,0.007363612,-0.008282682146116827,0.014262223747215643,0.0226221262059796,0.04207037389278412
2017-02-10,0.007474579,0.014983632155318283,0.010926076178678436,0.022861268186101645,0.014050276950001717
2017-02-11,0.0074113933,0.0,0.010926076178678436,0.022692626050925663,0.009788996540009975
2017-02-12,0.007529066,0.0,0.010926076178678436,0.02307106151667785,0.008145373314619064
2017-02-13,0.007370041,0.0017335557359317022,0.009471919859544082,0.0225369225869127,0.009534204378724098
2017-02-14,0.0072899293,-0.012281972319414969,0.011642908571985414,0.022282656611455266,0.009641342796385288
