Date_Forecast,Forecast_T_ANN_ARCH,Forecast_GARCH,Forecast_GJR_GARCH,Forecast_TARCH,Forecast_EGARCH,Forecast_AVGARCH,Forecast_FIGARCH,ReturnForecast,TrueSD,VaR_T_ANN_ARCH,VaR_GARCH,VaR_GJR_GARCH,VaR_TARCH,VaR_EGARCH,VaR_AVGARCH,VaR_FIGARCH,Forecast_NBEATS
2012-05-20,0.011722671,,,,,,,0.0,0.006750949592482013,0.03789827260102032,,,,,,,0.006969645619392395
2012-05-21,0.01167584,,,,,,,0.015908684395839146,0.0071228923015153565,0.03771477647918319,,,,,,,0.0068503208458423615
2012-05-25,0.011683231,,,,,,,-0.002167980702760808,0.005254353396338928,0.03771150515139371,,,,,,,0.0013345209881663322
2012-05-26,0.011657185,,,,,,,0.0,0.009048915584135434,0.037618228588854885,,,,,,,0.005212907679378986
2012-05-27,0.0116932355,,,,,,,0.0,0.009063235698509482,0.03771613997501261,,,,,,,0.008953751996159554
2012-05-28,0.01163641,,,,,,,0.0,0.013872052587604575,0.03754887571741714,,,,,,,0.009036998264491558
2012-05-31,0.01162799,,,,,,,-0.0022792610600435026,0.010962029426880486,0.037505292886687115,,,,,,,0.011081978678703308
2012-06-01,0.011650151,,,,,,,-0.02495129541436203,0.012062216921483437,0.037599999718093795,,,,,,,0.010874169878661633
2012-06-02,0.011625261,,,,,,,0.0,0.009851688007216867,0.03749936112143999,,,,,,,0.011924580670893192
2012-06-03,0.011645533,,,,,,,0.0,0.009867249459137433,0.03760495559183358,,,,,,,0.009676212444901466
2012-06-04,0.0116990935,,,,,,,0.00010954819498820711,0.009348332950452502,0.03785868932823866,,,,,,,0.009796911850571632
2012-06-07,0.01168315,,,,,,,-0.00010647016016740452,0.007452439932426338,0.03779840541063939,,,,,,,0.009963052347302437
2012-06-08,0.011732524,,,,,,,0.008081420799989303,0.009368624657631983,0.03792354106435072,,,,,,,0.007456389721482992
2012-06-09,0.011693428,,,,,,,0.0,0.009107919090020792,0.037796427037549506,,,,,,,0.009297379292547703
2012-06-10,0.011703969,,,,,,,0.0,0.010718109626346293,0.03780008867896949,,,,,,,0.009008759632706642
2012-06-11,0.011680623,,,,,,,-0.012700423815401152,0.011548495628075403,0.03774791396763864,,,,,,,0.010631721466779709
2012-06-14,0.011671033,,,,,,,0.010756592649870278,0.0055328368535110415,0.037719748341162075,,,,,,,0.0076196626760065556
2012-06-15,0.011665484,,,,,,,0.010284745652146654,0.005264333244862098,0.03771269622385582,,,,,,,0.005551942158490419
2012-06-16,0.011665143,,,,,,,0.0,0.0045332957277427295,0.03771207484564841,,,,,,,0.005296747200191021
2012-06-17,0.011682742,,,,,,,0.0,0.011973333414062082,0.03775218601410281,,,,,,,0.004625767469406128
2012-06-18,0.0117043005,,,,,,,0.0014437039589347833,0.012761993046111595,0.03782775165855117,,,,,,,0.011920834891498089
2012-06-21,0.01170345,,,,,,,-0.022513208183375433,0.012438245489643444,0.03780832982986955,,,,,,,0.011128298006951809
2012-06-22,0.0117082335,,,,,,,0.007148989234504022,0.009068829791632045,0.03782653934606905,,,,,,,0.012392159551382065
2012-06-23,0.011691329,,,,,,,0.0,0.009489842323261125,0.0378302687639204,,,,,,,0.008990184403955936
2012-06-24,0.011726311,,,,,,,0.0,0.009510369941004852,0.03792897507776925,,,,,,,0.009447348304092884
2012-06-25,0.011687015,,,,,,,-0.016083502390602966,0.014922307785723963,0.037812446268251386,,,,,,,0.009510986506938934
2012-06-28,0.011759127,,,,,,,-0.0021120283457660705,0.011088182840071487,0.03806563832931738,,,,,,,0.011053505353629589
