Date_Forecast,Forecast_T_ANN_ARCH,Forecast_GARCH,Forecast_GJR_GARCH,Forecast_TARCH,Forecast_EGARCH,Forecast_AVGARCH,Forecast_FIGARCH,ReturnForecast,TrueSD,VaR_T_ANN_ARCH,VaR_GARCH,VaR_GJR_GARCH,VaR_TARCH,VaR_EGARCH,VaR_AVGARCH,VaR_FIGARCH,Forecast_NBEATS
2010-12-27,0.011965873,,,,,,,0.0006125096248110751,0.001025401267113722,0.038278883777405064,,,,,,,0.0010400880128145218
2010-12-30,0.011946016,,,,,,,-0.0015093576964178013,0.005259785545766105,0.03821419248901435,,,,,,,0.0010367045179009438
2010-12-31,0.011921923,,,,,,,-0.00019080765268419952,0.005228654989642957,0.03813417861846052,,,,,,,0.005353124346584082
2011-01-01,0.011915532,,,,,,,0.0,0.0052122838109122755,0.03806035745345465,,,,,,,0.0052515543065965176
2011-01-02,0.011941301,,,,,,,0.0,0.005589685995872044,0.038164929550012,,,,,,,0.005231083370745182
2011-01-03,0.01190726,,,,,,,0.011251294147761826,0.0058558735152916975,0.038137188326244485,,,,,,,0.00571778230369091
2011-01-06,0.0118137095,,,,,,,-0.002125214370637174,0.00101250004251123,0.03781906195611694,,,,,,,0.0029520299285650253
2011-01-07,0.011866733,,,,,,,-0.0018464857690823067,0.002184179432107674,0.03798388174199171,,,,,,,0.0010735439136624336
2011-01-08,0.011813999,,,,,,,0.0,0.004199957629453664,0.03780244750648674,,,,,,,0.0022759120911359787
2011-01-09,0.011871857,,,,,,,0.0,0.00449023136164051,0.037955968211656435,,,,,,,0.004277925938367844
2011-01-10,0.011787632,,,,,,,-0.0013772751808200923,0.00489165856459728,0.037756490063052955,,,,,,,0.004575182683765888
2011-01-14,0.011740904,,,,,,,0.007357410347301752,0.0031925996132916427,0.03758863131363016,,,,,,,0.003643140196800232
2011-01-15,0.011780469,,,,,,,0.0,0.004738258094201496,0.03772406551096997,,,,,,,0.0032053617760539055
2011-01-16,0.011747229,,,,,,,0.0,0.004652706866690447,0.037621088262598565,,,,,,,0.004828781820833683
2011-01-17,0.011736307,,,,,,,0.0,0.005024106546027483,0.03758650852460431,,,,,,,0.004712440073490143
2011-01-20,0.011719787,,,,,,,-0.0012957984038335368,0.0028168332137481706,0.037532518618569724,,,,,,,0.004927431233227253
2011-01-21,0.011750169,,,,,,,0.0024106376042603017,0.002515824656296216,0.03764731779652665,,,,,,,0.002896597608923912
2011-01-22,0.011736014,,,,,,,0.0,0.0027603679671728714,0.0375349275155948,,,,,,,0.0025667045265436172
2011-01-23,0.011700643,,,,,,,0.0,0.0025133414109032902,0.03744886692631662,,,,,,,0.0028543416410684586
2011-01-24,0.011688128,,,,,,,0.005819315234595557,0.009685010803386193,0.03743560372807366,,,,,,,0.002640552818775177
2011-01-27,0.011679753,,,,,,,0.0022417910607996916,0.009676560242099655,0.0374007579997415,,,,,,,0.008995690383017063
2011-01-28,0.011698819,,,,,,,-0.018013805424182294,0.012740020649877691,0.03745624784450248,,,,,,,0.009622916579246521
2011-01-29,0.01165211,,,,,,,0.0,0.007868660811944735,0.03728487234969966,,,,,,,0.012640862725675106
2011-01-30,0.01165685,,,,,,,0.0,0.007614119214961947,0.03732416081069556,,,,,,,0.007841894403100014
