Date_Forecast,Forecast_T_ANN_ARCH,Forecast_GARCH,Forecast_GJR_GARCH,Forecast_TARCH,Forecast_EGARCH,Forecast_AVGARCH,Forecast_FIGARCH,ReturnForecast,TrueSD,VaR_T_ANN_ARCH,VaR_GARCH,VaR_GJR_GARCH,VaR_TARCH,VaR_EGARCH,VaR_AVGARCH,VaR_FIGARCH,Forecast_NBEATS
2008-11-03,0.015764654,,,,,,,-0.0025322482950489444,0.043842519944518286,0.051953606501327854,,,,,,,0.03897466883063316
2008-11-06,0.014659652,,,,,,,-0.05157120827951989,0.029042014564278275,0.048295640251449876,,,,,,,0.03547808900475502
2008-11-07,0.013998584,,,,,,,0.02844618197210025,0.019101117610958965,0.046228032243606255,,,,,,,0.028479089960455894
2008-11-08,0.015611727,,,,,,,0.0,0.02201615741726405,0.05155882778090356,,,,,,,0.01892000623047352
2008-11-09,0.015585645,,,,,,,0.0,0.044400799165785584,0.051430559678746324,,,,,,,0.02174021489918232
2008-11-10,0.014608008,,,,,,,-0.012733896186857052,0.04736217661876602,0.04823914364648416,,,,,,,0.04360118508338928
2008-11-13,0.0142796645,,,,,,,0.06692259078968732,0.04176111961046005,0.04722278411608388,,,,,,,0.04658021032810211
2008-11-14,0.015104388,,,,,,,-0.0425934906208667,0.021787399470817193,0.04999100648162073,,,,,,,0.04132062941789627
2008-11-15,0.015914237,,,,,,,0.0,0.029576252299648914,0.05251787011412704,,,,,,,0.02151140384376049
2008-11-16,0.015092285,,,,,,,0.0,0.03589102495658126,0.049920313377387684,,,,,,,0.029086614027619362
2008-11-17,0.016290605,,,,,,,-0.026149349993598747,0.054349323093001216,0.053836205499347464,,,,,,,0.03540850430727005
2008-11-20,0.016400002,,,,,,,-0.0694818454127768,0.05460439120167575,0.05421541526560914,,,,,,,0.05262061953544617
2008-11-21,0.016212946,,,,,,,0.061328001115066755,0.0328901230827021,0.05370504012354097,,,,,,,0.054076261818408966
2008-11-22,0.016291799,,,,,,,0.0,0.027474779301334913,0.05407031900083955,,,,,,,0.03256087750196457
2008-11-24,0.017184181,,,,,,,0.06271423081455652,0.02595211298766715,0.056879426632224894,,,,,,,0.02709275484085083
2008-11-27,0.018490722,,,,,,,0.0,0.043104553379320454,0.061020409767362706,,,,,,,0.014978684484958649
2008-11-28,0.017238043,,,,,,,0.009596913918806571,0.04993495064927826,0.056887956665090916,,,,,,,0.042525604367256165
2008-11-29,0.017052174,,,,,,,0.0,0.051881833324933756,0.056280881184633494,,,,,,,0.049293167889118195
2008-11-30,0.01723851,,,,,,,0.0,0.052752561769729124,0.056817299873537036,,,,,,,0.05100686103105545
2008-12-01,0.017157078,,,,,,,-0.09353652163820936,0.057008599825285305,0.05654101388619963,,,,,,,0.051839396357536316
2008-12-04,0.017033096,,,,,,,-0.02974649977384214,0.028309750764660215,0.056220199761945006,,,,,,,0.02530170977115631
2008-12-05,0.016903117,,,,,,,0.035849090941537654,0.026213359658297294,0.055757185194824796,,,,,,,0.027818212285637856
2008-12-06,0.017016387,,,,,,,0.0,0.02218958908085297,0.05615765309662827,,,,,,,0.025844337418675423
2008-12-07,0.017384363,,,,,,,0.0,0.02711844112996288,0.05732364212082162,,,,,,,0.02188732661306858
2008-12-08,0.023189973,,,,,,,0.037668883466785985,0.027335069727066248,0.0762349116424892,,,,,,,0.026682578027248383
2008-12-11,0.01748232,,,,,,,-0.028938762495764436,0.014218431108543194,0.05762853316240896,,,,,,,0.015738187357783318
2008-12-12,0.01756118,,,,,,,0.00700383123051207,0.024122861033459658,0.05786679590053386,,,,,,,0.014060650020837784
2008-12-13,0.01729268,,,,,,,0.0,0.02554980903039958,0.05704206905727452,,,,,,,0.02389310859143734
2008-12-14,0.01743822,,,,,,,0.0,0.028346113396524788,0.057472788468246265,,,,,,,0.025213055312633514
2008-12-15,0.017185252,,,,,,,-0.01276683041148452,0.02834392102401316,0.05666163223619449,,,,,,,0.02800632268190384
2008-12-18,0.017196998,,,,,,,-0.021389823129045027,0.011560454196302892,0.05663933263001514,,,,,,,0.01012447476387024
2008-12-19,0.016966451,,,,,,,0.0029325919817235757,0.008903594728394314,0.05590382795262665,,,,,,,0.011587291024625301
2008-12-20,0.017058546,,,,,,,0.0,0.009601884598818366,0.05625400261752481,,,,,,,0.009011127054691315
2008-12-22,0.016661398,,,,,,,-0.01847157668633681,0.010483684417530049,0.05499632011971429,,,,,,,0.009758043102920055
2008-12-25,0.016829766,,,,,,,0.0,0.0032849528319407696,0.05558622179337666,,,,,,,0.0033411383628845215
2008-12-26,0.016907968,,,,,,,0.005341881620716471,0.011115898324735146,0.055831805860684466,,,,,,,0.0034495871514081955
2008-12-27,0.016722674,,,,,,,0.0,0.011821556326569251,0.05523007654422093,,,,,,,0.011017980985343456
2008-12-29,0.016446194,,,,,,,-0.003880117528480831,0.015056883461804732,0.05430582010144171,,,,,,,0.01192870270460844
2009-01-01,0.015589126,,,,,,,0.0,0.01458138144454073,0.05148156083361221,,,,,,,0.013726635836064816
2009-01-02,0.015437787,,,,,,,0.031118816254462445,0.014288302023115951,0.0509668963766954,,,,,,,0.014483748935163021
2009-01-03,0.015292904,,,,,,,0.0,0.014672798780187925,0.050499269667531294,,,,,,,0.01419100072234869
2009-01-04,0.015501129,,,,,,,0.0,0.01506221879328484,0.051142974680613656,,,,,,,0.01460930798202753
2009-01-05,0.015483027,,,,,,,-0.0046792884475959085,0.01637041289140761,0.05109268261037253,,,,,,,0.015019290149211884
2009-01-08,0.015918981,,,,,,,0.0033913156919744836,0.012849445703725934,0.05250496830966845,,,,,,,0.015238293446600437
2009-01-09,0.016162781,,,,,,,-0.02153321429320254,0.012496952868546447,0.05334628757035633,,,,,,,0.012909446842968464
2009-01-10,0.016029947,,,,,,,0.0,0.016393556182803384,0.052909453891023445,,,,,,,0.01239036675542593
2009-01-11,0.01624591,,,,,,,0.0,0.01662589228044569,0.053658680773456105,,,,,,,0.0163082517683506
2009-01-12,0.016172405,,,,,,,-0.022822587628668956,0.01811838115832884,0.053418172158178845,,,,,,,0.01657726988196373
2009-01-16,0.016289368,,,,,,,0.0075331315563733625,0.02531993581914969,0.05388264816171625,,,,,,,0.0034912778064608574
2009-01-17,0.016125314,,,,,,,0.0,0.034385372407618076,0.053363039808338425,,,,,,,0.024970030412077904
2009-01-18,0.016193243,,,,,,,0.0,0.034802005448367375,0.05357576586578355,,,,,,,0.03384063392877579
2009-01-19,0.01633399,,,,,,,0.0,0.03509125679493515,0.054050316763226955,,,,,,,0.03421400859951973
2009-01-22,0.01646755,,,,,,,-0.01527844644087839,0.008500454869852183,0.0545671904908717,,,,,,,0.021236862987279892
2009-01-23,0.01684286,,,,,,,0.005363250283092924,0.004548218166703995,0.055722525763015444,,,,,,,0.00849447026848793
2009-01-24,0.016998531,,,,,,,0.0,0.01369221087334221,0.05624959323623412,,,,,,,0.00469311885535717
