Date_Forecast,Forecast_T_ANN_ARCH,ReturnForecast,TrueSD,VaR_T_ANN_ARCH,Forecast_NBEATS
2013-01-13,0.009282188,0.0,0.0025783535748879695,0.030041687788839328,0.0007851012051105499
2013-01-14,0.00919763,-0.000931104904918989,0.002628855452155257,0.029772417490500285,0.0026215016841888428
2013-01-18,0.009161178,0.0033974923781512345,0.002170667400473384,0.029653664687164526,0.0025944439694285393
2013-01-19,0.009179874,0.0,0.0019216118901691896,0.02968842889905819,0.0022546490654349327
2013-01-20,0.009169861,0.0,0.0019205941883068704,0.02965944962921844,0.00200040265917778
2013-01-21,0.009176639,0.0,0.002523111476419636,0.02971019943417383,0.002027999609708786
2013-01-24,0.009100384,6.614661544723788e-06,0.002754460719882087,0.029455557656646692,0.0024156570434570312
2013-01-25,0.009085806,0.005430708661868344,0.0033097089775290327,0.0294057440796041,0.0027443179860711098
2013-01-26,0.009156374,0.0,0.003337067911250147,0.029632984023108058,0.0033229421824216843
2013-01-27,0.0091480715,0.0,0.003504664764819284,0.029629591370084876,0.00341761764138937
2013-01-28,0.009275705,-0.0018513342747921158,0.005960344680704153,0.030045351418763494,0.0035431634169071913
2013-01-31,0.009222536,-0.0025665919583923724,0.00771128046551909,0.02986766897403808,0.00553290918469429
2013-02-01,0.009080137,0.010002513224010023,0.009038593064295285,0.029410181031031116,0.007610692176967859
2013-02-02,0.009226811,0.0,0.007782746059567022,0.029888960215928174,0.00892691221088171
2013-02-03,0.009189746,0.0,0.007816570084101623,0.029747374593919934,0.007740979082882404
2013-02-04,0.009317726,-0.011605832709651764,0.008299178919453396,0.03014440123062427,0.007870422676205635
2013-02-07,0.009084676,-0.0018070310558568892,0.002888780595325695,0.029388225435977616,0.0029275286942720413
2013-02-08,0.009209896,0.005641994585043442,0.0025470558474854207,0.029795032307581112,0.0029831016436219215
2013-02-09,0.009149192,0.0,0.0008306417623570244,0.029607311082921087,0.0025900746695697308
2013-02-10,0.009242186,0.0,0.0008223329985614394,0.0299138118943713,0.0008801287040114403
2013-02-11,0.009103054,-0.0006063012476387186,0.001064086307031508,0.029437751541970487,0.0009001623839139938
2013-02-15,0.009085384,-0.0010456277960129157,0.0034160380606186895,0.02937837580703128,0.0006822394207119942
2013-02-16,0.009244954,0.0,0.007139236673164514,0.02988706646714985,0.003450942225754261
2013-02-17,0.009251622,0.0,0.0074628755001307735,0.029909830376477327,0.007104695774614811
2013-02-18,0.009089052,0.0,0.008999544728916316,0.0293849646638426,0.0074496581219136715
2013-02-21,0.009321089,-0.006323005465665332,0.010076134527359283,0.030129601697040143,0.007865004241466522
2013-02-22,0.009184143,0.008734213386774492,0.010632477092446366,0.02970326372649195,0.010031018406152725
2013-02-23,0.009169176,0.0,0.01160261686649769,0.029645673433851744,0.010525980964303017
2013-02-24,0.008980746,0.0,0.011610013631775279,0.02901728322720517,0.011487213894724846
2013-02-25,0.009152772,-0.01847927558477469,0.011662371228672332,0.029594185262404298,0.01151296216994524
2013-02-28,0.009184,-0.0008644534614576926,0.002233784969684064,0.02971584397802574,0.005680067464709282
2013-03-01,0.00916091,0.0023211594495267107,0.003972500689011075,0.029620912662645316,0.002342795953154564
2013-03-02,0.009231861,0.0,0.0040847574092431746,0.029853250333210523,0.004003430716693401
2013-03-03,0.009123378,0.0,0.003818975884480609,0.029512914021163794,0.00409762654453516
2013-03-04,0.009234736,0.004600126548350403,0.003312576239421949,0.029821095102005143,0.003906233236193657
2013-03-07,0.009222859,0.0018148436172067406,0.0019776012053316695,0.02976150530854816,0.001960526220500469
2013-03-08,0.009148427,0.004471128712954631,0.0027688541109717243,0.029517494124416233,0.0020939400419592857
2013-03-09,0.009238767,0.0,0.002068279493943457,0.02979186469900052,0.002809828147292137
2013-03-10,0.009021516,0.0,0.0030528213509641755,0.029076102430088843,0.0021530315279960632
2013-03-11,0.009042244,0.003243818865874104,0.0033313461722283646,0.029125541503350748,0.0031134416349232197
2013-03-14,0.009108372,0.005587352158972436,0.003996518200524824,0.029340492706509198,0.002794206142425537
2013-03-15,0.009087098,-0.0016197737499892284,0.0022758735971091337,0.029269180840658177,0.004030885174870491
2013-03-16,0.009182571,0.0,0.004490185710308167,0.029572317775713227,0.002280379645526409
2013-03-17,0.008993747,0.0,0.005738891471322528,0.028979696099331532,0.004553752951323986
2013-03-18,0.009122576,-0.005525570335024099,0.007071990384186771,0.029378117917835782,0.005749311298131943
2013-03-21,0.009064159,-0.00831692375600479,0.005643414061075127,0.029201365968968322,0.006334017030894756
2013-03-22,0.0091072405,0.0071486438032994926,0.0048917897570097384,0.0293311903458881,0.005675222724676132
2013-03-23,0.00904677,0.0,0.004146062284149136,0.0291557250155905,0.005010529886931181
2013-03-24,0.00907523,0.0,0.004349827853455668,0.02925804484496347,0.0041693467646837234
2013-03-28,0.009028126,0.004048463396191693,0.0030188989862725106,0.029064808116423348,0.0020150765776634216
2013-03-29,0.009052261,0.0,0.0034141693187695324,0.02914430199976154,0.003191704861819744
2013-03-30,0.009124715,0.0,0.005903691896656699,0.029388142101507617,0.0034699440002441406
2013-03-31,0.009027469,0.0,0.006490690226816984,0.029091645382079787,0.00589408352971077
2013-04-01,0.009104014,-0.004483616865356588,0.0065803147108779115,0.029391045810130894,0.006507295649498701
2013-04-04,0.009039976,0.00404027901273718,0.004095094498741942,0.029182281749399457,0.005617051851004362
2013-04-05,0.009046069,-0.004304145168907425,0.00401347587707584,0.02921868596766046,0.004125168547034264
2013-04-06,0.009081719,0.0,0.005062996216951759,0.029328435012979864,0.004061170853674412
2013-04-07,0.009145773,0.0,0.004513326527857101,0.029541603023678583,0.005007617175579071
2013-04-08,0.0091026155,0.006282958765271296,0.005405847400044805,0.029406932764533277,0.004537071567028761
2013-04-11,0.009079193,0.003545956179577203,0.01071164805151594,0.029316398616105063,0.005749915260821581
2013-04-12,0.009018105,-0.0028407983185489982,0.013430614009068713,0.029098593200611544,0.010720420628786087
2013-04-13,0.009079639,0.0,0.01448984756515483,0.02926485474720033,0.013271266594529152
2013-04-14,0.009176761,0.0,0.014255656134208082,0.029578539962356657,0.01438850350677967
2013-04-15,0.00917067,-0.02323412455036511,0.015663067905115638,0.029560759103612597,0.014159652404487133
2013-04-18,0.009075104,-0.006723555969544215,0.005817195514176982,0.029264665389440957,0.008712978102266788
2013-04-19,0.009034979,0.008808989051054539,0.004825475184131841,0.029156583569110897,0.005845119245350361
2013-04-20,0.009224297,0.0,0.004580798670478439,0.029770673433080843,0.004761932417750359
2013-04-21,0.009096356,0.0,0.004263505524058897,0.02936566499281292,0.004590054042637348
2013-04-22,0.009059476,0.00465079821542691,0.004729661401247633,0.029266279590139166,0.004290018230676651
2013-04-25,0.008975859,0.0040266145649914264,0.003654607082669356,0.028971306076848287,0.002320484258234501
2013-04-26,0.009112948,-0.001843811801517603,0.003488065861130971,0.029417600711203074,0.0036629713140428066
2013-04-27,0.009003003,0.0,0.006017945619994913,0.029044533117603907,0.003475942648947239
2013-04-28,0.008887019,0.0,0.007313030062346493,0.028663390497365496,0.005986431613564491
2013-04-29,0.008943088,0.007160315369406867,0.008082511613146194,0.028797705754747837,0.0073639266192913055
2013-05-02,0.009023174,0.009364003810320654,0.005160671331467135,0.02904435629703073,0.008056722581386566
2013-05-03,0.008888952,0.010479563948170068,0.0044356520188508055,0.028621998964460514,0.005143261048942804
2013-05-04,0.00900799,0.0,0.0023759595486924413,0.02898843590329801,0.004372544586658478
2013-05-05,0.008906327,0.0,0.003539916272764563,0.028600636892089498,0.0024072311352938414
2013-05-06,0.008813633,0.0019059611284841793,0.0036042298712581286,0.028227759976854953,0.0036382554098963737
2013-05-09,0.008885961,-0.0036939180287731688,0.002835300307491543,0.028453557785077598,0.0033691776916384697
